text,attributeScores.INSULT.summaryScore.value
jairbolsonaro  vai tomar no cu seu arrombado só porque sua mãe foi vacinada né e ainda com vacina chinesa,0.9613743
jairbolsonaro e pra isso ele precisa de vacina que vc não compra miliciano vagabundo lixo humano,0.96125746
segundo o paizão você é idiota porque tá pedindo vacina durma com essa,0.9612445
bolsonarosp ernestofaraujo fabiowoficial bando de imbecil incompetente a solução é pra agora seus merda comprem as vacinas que eram pra estar com contrato fechado mais de  meses atrás,0.96116036
glaubermacario o povo é tão idiota tem que protestar pela vacina e não pela reabertura pelo amor de deus,0.9607451
covid seu desgraçado,0.960727
jairbolsonaro então agiliza a vacina seu merda do caralho,0.9607187
imbecil já poderia ter tudo que vacina aqui,0.96071804
todos os governadores que se prestam a busca acham as vacinas para comprarnmas para o arrombado desgraçado verme safado na presidência não tem vacina pra comprar,0.9606166
sngli gustavofoia  dionnimoura romarizz monark sim eu tava xingando um gordo filha da puta que é tão inútil que nem sair de casa pra comprar comida consegue que disse que o cara do ifood que se fode trabalhando pra levar comida pra essa ameba passou covid pra elenqual o problema amigo,0.96057266
vc é burro pois quem comprou foi o governo federal e quem pagou ao agripino para comprar as vacinas foi o gov federal e a mãe dele tomou a oxford e não coronavac,0.9604798
o ideal e acabar com a raça de um filha da puta desses trancando ele numa ala hospitalar de covid e torcer pelo vírus,0.960027
bolsonaro diz que tem idiota que pede compra de vacina só se for na casa da tua mãennbolsonarogenocida,0.9599959
mano não é possível que tem gente que ainda defende esse maluco pqp todo eleitor do bolsonaro tinha que morrer de covid pra vê se é bom enquanto não é na sua família ta tudo bem tinham que morrer passar fome seus merdas,0.95964766
marilizpj hmcpedro a solução seria esse filho de uma puta ter negociado as vacinas  meses atrás sua anta,0.95948285
bolsonaro diz que tem idiota que pede compra de vacina só se for na casa da tua mãe  quem colocará freios nesse acéfalo,0.9594552
jairbolsonaro imbecil pq não fez seu papel antes com as vacinas veja onde chegou sua irresponsabilidade a que ponto chegamos seja homem e peça para sair assuma sua incompetência e sua falta de capacidade mental em lidar com situações genocida,0.95944214
bolsonarocoveirodobrasil não comprou vacinas quando foram ofertadas agora ataca a mãe de quem reclama miliciano fdp bem que merece tomar no seu cu,0.9593952
jairbolsonaro cade a vacina seu verme do caralho,0.9593612
mano puta que pariu ta tudo uma bostaaaaa por causa dessa porra de covid vai todo mundo tomar no cu principalmente a porra desse presidente merda pq as coisas ja poderiam estar melhorando se ele fosse um pouco menos bosta como ser humano e pensasse racionalmente igual gnt normal,0.9592969
n morreu esse véio caquético aindannpor mim a vacina bugava ainda mais esse retardado,0.9591738
correio não dá vacina pra essa vagabunda então,0.95909864
jairbolsonaro e quando esse mesmo homem morre de covid seu arrombado como que fica a situação seu saco de bosta,0.9589625
bolsonaro filho da puta compra a porra da vacina distribui p povo o povo precisa trabalhar caralhoooooo,0.95881534
ódio de bolsonaro viu enfiou a vacina no cu fila da puta,0.95880854
perder família pro covid e pra esse presidente de merda chega ser ainda mais doloroso e revoltante violência não é a minha mas se pudesse eu quebrava esse véio maldito e sem postura,0.9586274
gregolhp jairbolsonaro olha o nível da falta de pensamento próprionnisrael comprou o governo que esse imbecil baba ovo reino unido japão coreia eua com trump só o idiota daqui falando contra vacinanne outra planejar é fazer antes pra quando estiver ok não perder temponnsó a anvisa aprova isso,0.9580743
então vai tomar vacina pelo cu velha desgraçada,0.95789766
tem idiota que a gente vê nas redes sociais na imprensa né ‘vai comprar vacina’ só se for na casa da tua mãe não tem para vender no mundo” disse bolsonaro,0.95778906
aii aiinparece que o mundo só tem coronavírus e filho da puta,0.9575364
kriskasilvano imbecis mesmonndepois lotam os hospitais com covid,0.95752716
novas medidas bem coerentes sendo tomadas por conta do covid nmuito obrigado a todos vocês que bagunçaram e sambaram na cara do corona vocês são uns imbecís,0.957474
jairbolsonaro vc é muito burra mal caráter e desinformada vc acha anta que as vacinas não estão sendo comparadas  vai se informar jumenta se vc tiver capacidade para isso,0.9573112
jairbolsonaro ta mas e a vacina seu fdp,0.9572442
victorinogustav doria culpa o presidente bolsonaro pelas mortes do covid doria você é um mau caráter vagabundo,0.95705503
geisyarrudareal é enganaram todos graças ao babaca do bosonaro como ele diz só se for comprar vacina na casa da sua mãe palhaço,0.9570368
ai que ódio dessa maricona cheiro do puro chorume o pior é que essa  desgraça vai tomar a vacina que odiooooooooooooooo,0.95703644
jairbolsonaro cadê as vacinas vagabundo falador de merda,0.956525
tem idiota que vem dizer vai comprar vacina só se for na casa da sua mãenn jair bolsonaro presidente do brasil no dia em que o brasil registrou  mortos por,0.9563745
jairbolsonaro seu monte de merda compre a vacina em grande quantidade pedaço de bosta,0.9562593
monicaaclima victormetta ow seu imbecil mostra aí algum país que conseguiu parar a covid com outro método a não ser o lockdown,0.95615584
pqp como me irrita cliente vim aki e ficar menosprezando covid ainda dps de  fucking ano tem filha da puta que ainda fala ain deixa pega da nada n  parece q o covid é inteligente e so deixa esses doente passar ileso pra ter chance de matar mais gnt kkkkkk,0.9560632
a filha da puta passou  meses tirando onda em recife aglomerando e agr posta self com carteira de vacina,0.9560446
cade a vacina e o auxilio seu vagaubundo imundo,0.956032
zehdeabreu e que chama as pessoas de idiotas por quererem vacina,0.9558642
sampancher esse bosta do bolsonaro só fala bosta si sai merda daquela boca  ao invés de estar falando tanta merda e comprar duma vez as vacinas ele pode tb falar daquele filho que comprou a mansão de  milhõesbando de jaguaras,0.9558471
sejaguerreiro cnnbrasil está sim ninguém ta vacinando no mundo todas as vacinas estão dentro do teu cu seu arrombado espalhador de bosta,0.9555313
jairbolsonaro seu velho nojento npiru fedido ncompra a poorraaa das vacinas caralhooo,0.9555002
cala a porra dessa boca e vai comprar vacinavelho nojento e,0.95540994
jairbolsonaro cala boca e vai comprar vacina seu fodido do caralho,0.95535964
fodase vadia vai comprar vacina,0.955234
retardado genocidanvc não é nada além de empregado do povone o povo quer vacina idiota,0.9551151
ai porra enfia aula ead no seu cu se eu tiver que ligar a câmera vou quebrar tudo nesse caralho puta que pariu como eu odeio o covid facada mal dada do caralho odeio tudo vou enfiar uma faca no cu do bolsonaro e de todo mundo que nao respeita a merda do lockdowndistanciamento,0.95494753
milenereis namoral vc é mt burra esse aumento nao tem nada a ver com a aplicação da vacina voce fala como se toda a populacao de israel tenha sido vacinada dia  porra vai estudar e ser negacionista na casa do caralho uma peste dessas so podia ter passagem biblica na bio mesmo,0.95491886
vempraruabr ele nesta fala confessa que não fez nada para comprar vacina e chama quem o questiona de idiotasomos idiotas simvotamos em inapto para nos governare pior ainda existe quem aplaude este insano,0.95488554
idiota o bolsonaro chamou os caras de idiota q falou q é pro governo comprar mais vacinanbolsonaro você quer que o trabalhador compre a vacina é isso cada um compra a sua e sobra mais dinheiro p governo gastar com leite condensado e o caralho pois foi isso q entendi,0.9547804
meu deus que odio gosta de se fazer de burro esse canalha,0.9546084
enfia a vacina no cu racista do caralho,0.95425826
jairbolsonaro essencial é vc deixar de ser burro e folgado vai trabalhar e conseguir vacina em vez de estar em rede social vagabundo,0.95402086
tatinefertari jairbolsonaro vc loka fábrica vacina  pra ser comprada  retarda mental,0.9539828
adoniscrivelli jdoriajr nirdop vacinas fajutasnnfonte meu coolnnesse adonis um pobre imbecil q usa foto de outro idiota q taxou o nosso aço,0.95392096
a menina tá com covid e tá cagando pra isso vivendo normalmente só pq pra ela esta sendo uma gripezinha babaca perdi o interesse,0.95377076
jairbolsonaro compra a porra da vacina caralho vai toma no cu porra covid comeu teu cérebro só pode pq vc não p e n s a,0.95374835
outra se você mora sozinho e por isso acha que pode aglomerar és um babaca você ainda pode pegar covid e transmitir pra quem ta se cuidando pra quem ta trabalhando,0.9535165
tem idiota falando vai comprar a vacinansó se for na casa da sua mãe nénpresidente do brasil durante uma pandemia,0.95351464
alvarodias boa presida a verdade tem que ser jogada na cara dos babacas negacionistas quem critica a falta de vacina tem q levar este tipo de resposta os idiotas acham q tem vacina p vender no supermercado aos montes,0.9534615
tatinefertari jairbolsonaro taí sua imbecilne o pazuello já garantiu  milhões de vacinasnagora só depende dos fabricantes,0.9534167
para ele cumprir com oq está sendo falado e fazer as vacinas aparecerem espero q esse fdp pague pqp q maluco sem noção escroto do krl,0.9533858
claudioedantas chega de politicagem imbecil  é questão de vidas q estamos falando se vc pegar covid não toma e quem quiser tomar q tome e ponto final  va se fuder trouxa,0.9533288
zfabrogmailcom  tatinefertari vai pro inferno desgraçada tem quase  pessoas morrendo todo dia e vc acredita que esses merdas tiveram algum sucesso no enfrentamento da covid gado maldito,0.95289016
ficava sem vacina e ainda tomava um processo vagabunda racista,0.95283765
forabolsonaro nntem idiota que pede compra de vacina só se for na casa da tua mãe n,0.95262617
para de falar merda e vai comprar a porra da vacina caralho,0.95262617
ao chamar de idiota quem pede vacina bolsonaro encobre mansão do filho,0.95262617
mano vai tomar no cu como alguém assim ainda tem apoiador ninguém da minha família morreuteve covid mas eu acabei de ver um vídeo que me destruiu completamente e esse bosta ainda faz um descaso enorme ele esqueceu que é a porra do presidente,0.95262617
se eu fosse prefeita durante covid ia cvs com povo só assimnbando de imbecil,0.95262617
cês são mó chatos só sabem reclamar de governo e do covid porra tu não pode mudar isso então se acostuma e se adequa caralho vai se foder,0.95262617
isso aqui é culpa de todo cristão que colocou esse idiota como o bezerro de ouro como o deus deles nnnão temas a covid mas temas o bandido e por isso preciso de uma arma né nnbizarro bizarro me traz asco esse cara,0.95262617
não dava a vacina e ainda dava um chutão na nuca dessa velha puta,0.95262617
labradouro facundini luimagno izzynobre se o lixo de presidente que nos temos tivesse se empenhado em comprar todas as vacinas disponíveis quem sabe não teríamos já umas  milhõesnmas o imbecil jurava que a pandemia tava acabando não sabia se ia ter demanda ‍♂️,0.95262617
bslvra e chamou de idiota aqueles que pedem a compra de vacinas esse maduro,0.95262617
diga aí cutruvia uma forma de conter o avanço do corona sem lockdown e sem vacina vadia proteinada esse whey aí comeu todo seu cerebro nojento do caralho,0.95262617
jairbolsonaro cala boca e compra vacina seu decrépito,0.95262617
marcelinhogran  taconstephany  govbr aqui vc vai encontrar todos os medicamentos utilizados no mundo que estão vencendo a covid pare de xingar aprenda inglês ao menos vc discutirá com propriedade se quiser ser um idiota útil continue repetindo bobagens,0.95262617
não tem dinheiro pra vacina mas pra desvio no nome dos filhos tem né filho da putinha,0.95262617
jairbolsonaro vai tomar no seu cú seu vagabundo ladrão que ao invés de vacina vc quer socar cloroquina,0.95262617
geleitedemoraes estadao estadaosaude ta mentindo mesmo pesquisa antes de falar merda mentiroso pq se depender da imprensa vc vai morrer desinformadonn,0.95262617
jairbolsonaro respeita a minha mãe vagabundo vergonha nacional militar de mentira cadê a porra da vacina capitão cloroquina já vacinou a sua mãe agora vacine as nossas  mil brasileiros filhos dessa pátria já perderam a vida por culpa do seu negacionismo e da sua inércia,0.95262617
